subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Chemistry,Coordination Compounds,Definition,Easy,45,A compound in which a central metal atom is bonded to surrounding ligands is called a:,mixture,coordination compound,simple salt,alloy,B
Chemistry,Coordination Compounds,Ligands,Easy,45,An ion or molecule that is bonded to the central metal in a complex is called a:,catalyst,electrode,solvent,ligand,D
Chemistry,Coordination Compounds,Coordination Number,Easy,50,The number of ligand donor atoms directly bonded to the central metal is the:,coordination number,mass number,atomic number,oxidation number,A
Chemistry,Coordination Compounds,Central Metal,Easy,45,"In the complex K4[Fe(CN)6], the central metal atom is:",iron,potassium,carbon,nitrogen,A
Chemistry,Coordination Compounds,Monodentate Ligand,Medium,55,A ligand that binds to the central metal through only one donor atom is called:,polydentate,ambidentate,bidentate,monodentate,D
Chemistry,Coordination Compounds,Coordination Number,Medium,55,The coordination number of cobalt in the complex ion [Co(NH3)6]3+ is:,2,6,4,3,B
Chemistry,Coordination Compounds,Polydentate Ligand,Medium,55,EDTA is an example of a:,polydentate ligand,solvent,simple cation,monodentate ligand,A
Chemistry,Coordination Compounds,Oxidation State,Medium,55,The oxidation state of nickel in the complex [Ni(CO)4] is:,0,+2,-1,+4,A
Chemistry,Coordination Compounds,Oxidation State,Hard,85,"In the complex [Cu(NH3)4]SO4, the oxidation state of copper is:",+2,0,+4,+1,A
Chemistry,Coordination Compounds,Coordination Number,Hard,80,The coordination number of platinum in the complex ion [PtCl4]2- is:,4,2,6,8,A
Chemistry,Coordination Compounds,Hybridization,Hard,85,The hybridization of the central metal in an octahedral complex is generally:,sp,sp2,sp3,d2sp3,D
Chemistry,Coordination Compounds,Bonding Theory,Hard,80,The theory that explains bonding in coordination compounds in terms of the splitting of d-orbitals is:,collision theory,band theory,crystal field theory,kinetic theory,C
Chemistry,Haloalkanes and Haloarenes,Definition,Easy,45,"In a haloalkane, the halogen atom is attached to a:",aldehyde group,sp3 (alkyl) carbon,carbon-carbon triple bond,benzene ring,B
Chemistry,Haloalkanes and Haloarenes,General Formula,Easy,45,The general formula of a monohaloalkane is:,CnH2n+1X,CnH2n-1X,CnH2nX,CnHnX,A
Chemistry,Haloalkanes and Haloarenes,Chloroform,Easy,45,The chemical formula of chloroform is:,CHCl3,CH2Cl2,CH3Cl,CCl4,A
Chemistry,Haloalkanes and Haloarenes,Bond Polarity,Easy,45,The carbon-halogen (C-X) bond in a haloalkane is:,polar,ionic,metallic,non-polar,A
Chemistry,Haloalkanes and Haloarenes,Nucleophilic Substitution,Medium,55,The reaction in which a halogen atom is replaced by a nucleophile is called:,nucleophilic substitution,addition,elimination,electrophilic substitution,A
Chemistry,Haloalkanes and Haloarenes,Haloarenes,Medium,55,"In a haloarene, the halogen atom is directly attached to a(n):",carbonyl carbon,alkyne,aromatic (benzene) ring,sp3 carbon,C
Chemistry,Haloalkanes and Haloarenes,Reactivity,Medium,55,The usual order of reactivity of haloalkanes toward nucleophilic substitution is:,all are equal,R-I greater than R-Br greater than R-Cl,R-Cl greater than R-Br greater than R-I,R-F greater than R-I,B
Chemistry,Haloalkanes and Haloarenes,Applications,Medium,55,DDT is an example of an:,alcohol,amine,carboxylic acid,organochlorine compound,D
Chemistry,Haloalkanes and Haloarenes,SN2 Mechanism,Hard,80,An SN2 reaction proceeds by a:,single-step mechanism with backside attack,free-radical mechanism,two-step mechanism via a carbocation,no defined mechanism,A
Chemistry,Haloalkanes and Haloarenes,SN1 Mechanism,Hard,80,An SN1 reaction proceeds through the formation of a:,carbocation intermediate,free radical,carbanion intermediate,transition-metal complex,A
Chemistry,Haloalkanes and Haloarenes,Bond Strength,Hard,80,The carbon-halogen bond that is the weakest (and longest) is:,C-F,C-Br,C-Cl,C-I,D
Chemistry,Haloalkanes and Haloarenes,Haloarene Reactivity,Hard,85,Haloarenes are less reactive than haloalkanes toward nucleophilic substitution mainly because of:,partial double-bond character of the C-X bond due to resonance,the absence of carbon,the ionic nature of the bond,a much weaker C-X bond,A
Chemistry,Alcohols Phenols and Ethers,Functional Group,Easy,45,The functional group characteristic of alcohols is:,-OH,-O-,-CHO,-COOH,A
Chemistry,Alcohols Phenols and Ethers,Phenol,Easy,45,"In phenol, the -OH group is attached directly to a:",carbonyl group,amino group,benzene ring,saturated alkyl chain,C
Chemistry,Alcohols Phenols and Ethers,Ethers,Easy,45,The general formula of an ether is:,R-COOH,R-CHO,R-OH,R-O-R prime,D
Chemistry,Alcohols Phenols and Ethers,Simplest Alcohol,Easy,45,The simplest alcohol is:,methanol,phenol,propanol,ethanol,A
Chemistry,Alcohols Phenols and Ethers,Common Names,Medium,55,Ethanol is commonly known as:,glycol,ethyl alcohol,wood alcohol,glycerol,B
Chemistry,Alcohols Phenols and Ethers,Oxidation,Medium,55,The conversion of an alcohol into an aldehyde is an example of:,hydrolysis,neutralization,oxidation,reduction,C
Chemistry,Alcohols Phenols and Ethers,Methanol,Medium,55,Methanol is commonly called wood alcohol and is notably:,toxic (poisonous),a strong acid,an essential nutrient,non-toxic,A
Chemistry,Alcohols Phenols and Ethers,Acidity,Medium,55,"Compared with an ordinary alcohol, phenol is:",more acidic,more basic,completely insoluble,exactly neutral,A
Chemistry,Alcohols Phenols and Ethers,Dehydration,Hard,80,The dehydration of ethanol with concentrated sulphuric acid at high temperature mainly produces:,ethanoic acid,ethene,ethanal,ethane,B
Chemistry,Alcohols Phenols and Ethers,Oxidation,Hard,80,The controlled oxidation of a primary alcohol first gives a(n):,ester,ketone,aldehyde,ether,C
Chemistry,Alcohols Phenols and Ethers,Reactivity of Ethers,Hard,80,Ethers are generally:,highly acidic,relatively unreactive,strongly basic,explosive on contact with air,B
Chemistry,Alcohols Phenols and Ethers,Williamson Synthesis,Hard,80,The synthesis of ethers from alkyl halides and sodium alkoxides is known as the:,Williamson ether synthesis,Friedel-Crafts reaction,Wurtz reaction,Cannizzaro reaction,A
Chemistry,Aldehydes Ketones and Carboxylic Acids,Carbonyl Group,Easy,45,The functional group present in both aldehydes and ketones is the:,hydroxyl group,ether linkage,carbonyl group (C=O),amino group,C
Chemistry,Aldehydes Ketones and Carboxylic Acids,Carboxylic Acid,Easy,45,The functional group characteristic of carboxylic acids is:,-COOH,-OH,-CO-,-CHO,A
Chemistry,Aldehydes Ketones and Carboxylic Acids,Simplest Aldehyde,Easy,45,The simplest aldehyde is:,acetaldehyde,acetone,formic acid,formaldehyde (methanal),D
Chemistry,Aldehydes Ketones and Carboxylic Acids,Common Names,Easy,45,Acetic acid is the common name for:,propanoic acid,methanoic acid,ethanoic acid,ethanol,C
Chemistry,Aldehydes Ketones and Carboxylic Acids,Ketones,Medium,55,"In a ketone, the carbonyl carbon is bonded to:",two carbon (alkyl or aryl) groups,two hydrogen atoms,one hydrogen and one carbon,a hydroxyl group,A
Chemistry,Aldehydes Ketones and Carboxylic Acids,Oxidation,Medium,55,The oxidation of a secondary alcohol produces a:,ether,carboxylic acid,ketone,aldehyde,C
Chemistry,Aldehydes Ketones and Carboxylic Acids,Acidity,Medium,55,Carboxylic acids are ____ in nature.,acidic,neutral,basic,strongly alkaline,A
Chemistry,Aldehydes Ketones and Carboxylic Acids,IUPAC Names,Medium,55,The IUPAC name of acetone is:,propanone,propanoic acid,propanal,propanol,A
Chemistry,Aldehydes Ketones and Carboxylic Acids,Esterification,Hard,80,The reaction of a carboxylic acid with an alcohol to form an ester is called:,esterification,oxidation,hydrolysis,saponification,A
Chemistry,Aldehydes Ketones and Carboxylic Acids,Distinguishing Test,Hard,80,Aldehydes can be distinguished from ketones because aldehydes give a positive test with:,sodium chloride,plain water,Tollens reagent,litmus paper,C
Chemistry,Aldehydes Ketones and Carboxylic Acids,Reduction,Hard,80,The reduction of an aldehyde produces a:,carboxylic acid,ketone,secondary alcohol,primary alcohol,D
Chemistry,Aldehydes Ketones and Carboxylic Acids,Reactions,Hard,80,Carboxylic acids react with sodium bicarbonate to liberate:,hydrogen gas,oxygen gas,methane,carbon dioxide gas,D
Chemistry,Amines,Definition,Easy,45,Amines may be regarded as derivatives of:,ammonia,methane,water,carbon dioxide,A
Chemistry,Amines,Functional Group,Easy,45,The functional group of an amine contains the element:,sulphur,phosphorus,oxygen,nitrogen,D
Chemistry,Amines,Simplest Amine,Easy,45,The simplest amine is:,ammonia,ethylamine,methylamine,aniline,C
Chemistry,Amines,Basicity,Easy,45,Amines are generally ____ in character.,acidic,neutral,amphoteric,basic,D
