subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Biology,Biomolecules,Proteins,Easy,45,The monomer units that make up proteins are:,glucose molecules,amino acids,fatty acids,nucleotides,B
Biology,Biomolecules,Carbohydrates,Easy,45,The most abundant organic biomolecule in nature is:,lipid,protein,carbohydrate,nucleic acid,C
Biology,Biomolecules,Enzymes,Easy,45,Enzymes are biological catalysts that are chemically:,carbohydrates,proteins,nucleic acids,lipids,B
Biology,Biomolecules,Nucleic Acids,Easy,45,The building blocks of nucleic acids are:,fatty acids,nucleotides,monosaccharides,amino acids,B
Biology,Biomolecules,Peptide Bond,Medium,55,The chemical bond that links two amino acids together is the:,peptide bond,ester bond,hydrogen bond,glycosidic bond,A
Biology,Biomolecules,Secondary Metabolites,Medium,55,"Morphine, a drug obtained from plants, is an example of a(n):",alkaloid,enzyme,vitamin,mineral,A
Biology,Biomolecules,Lipids,Medium,55,Fats and oils are examples of:,lipids,carbohydrates,nucleic acids,proteins,A
Biology,Biomolecules,Enzyme Action,Medium,55,The reactant on which an enzyme acts is called the:,product,inhibitor,substrate,coenzyme,C
Biology,Biomolecules,Enzyme Action,Hard,80,Enzymes accelerate reactions mainly by lowering the:,temperature,substrate concentration,activation energy,pH,C
Biology,Biomolecules,Glycosidic Bond,Hard,80,The bond that joins monosaccharide units in a polysaccharide is the:,ester bond,peptide bond,phosphodiester bond,glycosidic bond,D
Biology,Biomolecules,Cofactors,Hard,80,The non-protein components required by some enzymes for their activity are called:,products,substrates,inhibitors,cofactors,D
Biology,Biomolecules,Protein Structure,Hard,80,The primary structure of a protein refers to its:,helical coiling,sheet formation,three-dimensional folding,sequence of amino acids,D
Biology,Cell Cycle and Cell Division,Mitosis,Easy,45,The cell division that produces two genetically identical daughter cells is:,binary fission,budding,meiosis,mitosis,D
Biology,Cell Cycle and Cell Division,Meiosis,Easy,45,The cell division that reduces the chromosome number to half is:,meiosis,mitosis,amitosis,fission,A
Biology,Cell Cycle and Cell Division,Interphase,Easy,45,The longest phase of the cell cycle is:,interphase,anaphase,prophase,metaphase,A
Biology,Cell Cycle and Cell Division,S Phase,Easy,50,DNA replication takes place during which phase of the cell cycle?,G2 phase,S phase,G1 phase,M phase,B
Biology,Cell Cycle and Cell Division,Metaphase,Medium,55,During which phase of mitosis do the chromosomes align at the equator of the cell?,anaphase,metaphase,prophase,telophase,B
Biology,Cell Cycle and Cell Division,Anaphase,Medium,55,Sister chromatids separate and move to opposite poles during:,telophase,anaphase,metaphase,prophase,B
Biology,Cell Cycle and Cell Division,Meiosis,Medium,55,Meiosis in a diploid cell ultimately produces:,two haploid cells,two diploid cells,four diploid cells,four haploid cells,D
Biology,Cell Cycle and Cell Division,Mitosis,Medium,55,Mitosis normally takes place in ____ cells.,somatic (body),germ,only reproductive,only nerve,A
Biology,Cell Cycle and Cell Division,Crossing Over,Hard,80,"Crossing over, the exchange of genetic material between homologous chromosomes, occurs during:",telophase II,prophase I of meiosis,metaphase II,anaphase I,B
Biology,Cell Cycle and Cell Division,Human Chromosomes,Hard,80,The number of chromosomes in a normal human somatic cell is:,92,46,22,23,B
Biology,Cell Cycle and Cell Division,Telophase,Hard,80,The phase in which the nuclear envelope reforms and chromosomes decondense is:,telophase,metaphase,anaphase,prophase,A
Biology,Cell Cycle and Cell Division,Significance of Meiosis,Hard,80,"Apart from maintaining chromosome number across generations, meiosis introduces:",cell death,genetic variation,identical clones,permanent polyploidy,B
Biology,Transport in Plants,Xylem,Easy,45,"In plants, water is mainly transported through the:",xylem,cortex,phloem,epidermis,A
Biology,Transport in Plants,Transpiration,Easy,45,The loss of water as vapour from the aerial parts of a plant is called:,guttation,transpiration,respiration,photosynthesis,B
Biology,Transport in Plants,Osmosis,Easy,45,The movement of water across a semipermeable membrane is called:,osmosis,active transport,combustion,transpiration,A
Biology,Transport in Plants,Phloem,Easy,45,Food materials (sugars) are transported in plants through the:,phloem,pith,xylem,epidermis,A
Biology,Transport in Plants,Stomata,Medium,55,Transpiration occurs mainly through the:,roots,stomata,xylem vessels,bark,B
Biology,Transport in Plants,Guard Cells,Medium,55,The opening and closing of stomata is regulated by the:,epidermal cells,root hairs,guard cells,companion cells,C
Biology,Transport in Plants,Mass Flow,Medium,55,The bulk movement of substances through a plant driven by pressure differences is called:,imbibition,osmosis only,simple diffusion,mass flow,D
Biology,Transport in Plants,Active Transport,Medium,55,"The movement of solutes against a concentration gradient, using energy, is called:",facilitated diffusion,osmosis,active transport,passive diffusion,C
Biology,Transport in Plants,Ascent of Sap,Hard,80,The upward movement of water in tall trees is best explained by the:,cohesion-tension (transpiration pull) theory,active transport theory,mass flow hypothesis,imbibition theory,A
Biology,Transport in Plants,Root Pressure,Hard,80,The positive pressure developed in the root xylem due to active absorption of ions is called:,osmotic pressure of the leaf,root pressure,turgor pressure,atmospheric pressure,B
Biology,Transport in Plants,Translocation,Hard,80,The translocation of sugars in the phloem is explained by the:,pressure-flow (mass-flow) hypothesis,cohesion-tension theory,imbibition,active transport alone,A
Biology,Transport in Plants,Water Potential,Hard,80,The water potential of pure water at standard temperature and pressure is:,positive,infinite,zero,negative,C
Biology,Mineral Nutrition,Macronutrients,Easy,45,"Among the following, the element required by plants in the largest amount is:",molybdenum,zinc,iron,nitrogen,D
Biology,Mineral Nutrition,Micronutrients,Easy,45,Elements that plants require only in very small (trace) amounts are called:,primary nutrients,micronutrients,macronutrients,fillers,B
Biology,Mineral Nutrition,Chlorophyll,Easy,50,The mineral element that is a central component of the chlorophyll molecule is:,iron,sodium,magnesium,calcium,C
Biology,Mineral Nutrition,Absorption,Easy,45,Plants absorb most of their mineral nutrients from the soil in the form of:,organic molecules,gases,ions,solid crystals,C
Biology,Mineral Nutrition,Nitrogen,Medium,55,Nitrogen is an essential constituent of:,starch only,fats only,water,proteins and nucleic acids,D
Biology,Mineral Nutrition,Nitrogen Fixation,Medium,55,The biological conversion of atmospheric nitrogen into ammonia is called:,nitrogen fixation,nitrification,ammonification,denitrification,A
Biology,Mineral Nutrition,Deficiency,Medium,55,"Among the following, deficiency of which element causes chlorosis (yellowing of leaves)?",nitrogen,hydrogen,carbon,oxygen,A
Biology,Mineral Nutrition,Symbiotic Bacteria,Medium,55,The bacterium that fixes atmospheric nitrogen in the root nodules of legumes is:,Nitrosomonas,Escherichia coli,Rhizobium,Lactobacillus,C
Biology,Mineral Nutrition,Nitrification,Hard,80,The conversion of ammonia into nitrate by soil bacteria is called:,nitrogen fixation,denitrification,ammonification,nitrification,D
Biology,Mineral Nutrition,Calcium,Hard,80,The element essential for the formation of the middle lamella of the plant cell wall is:,nitrogen,calcium,potassium,iron,B
Biology,Mineral Nutrition,Essential Elements,Hard,80,One criterion for an element to be considered essential is that its deficiency:,increases plant growth,prevents the plant from completing its life cycle,only changes flower colour,has no observable effect,B
