subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Biology,The Living World,Taxonomy,Easy,45,The branch of science dealing with the naming and classification of organisms is:,ecology,taxonomy,anatomy,genetics,B
Biology,The Living World,Species,Easy,45,The basic (lowest) unit of biological classification is the:,species,family,kingdom,genus,A
Biology,The Living World,Nomenclature,Easy,45,The system of binomial nomenclature was introduced by:,Gregor Mendel,Carolus Linnaeus,Robert Hooke,Charles Darwin,B
Biology,The Living World,Nomenclature,Easy,45,"In a binomial name, the first word denotes the:",family,order,species,genus,D
Biology,The Living World,Taxonomic Hierarchy,Medium,60,The correct descending sequence of taxonomic categories is:,Class Kingdom Phylum Order,Species Genus Family Order Class,Phylum Kingdom Class Order,Kingdom Phylum Class Order Family Genus Species,D
Biology,The Living World,Scientific Names,Medium,55,The scientific name of modern humans is:,Felis catus,Homo sapiens,Mangifera indica,Panthera leo,B
Biology,The Living World,Genus,Medium,55,A group of closely related species constitutes a:,family,genus,class,order,B
Biology,The Living World,Characteristics of Life,Medium,55,A defining feature common to all living organisms is:,a fixed mass,metabolism,immobility,crystalline structure,B
Biology,The Living World,Systematics,Hard,80,"The branch dealing with identification, nomenclature and classification of organisms is:",physiology,palaeontology,embryology,systematics,D
Biology,The Living World,Nomenclature Codes,Hard,80,The ICBN provides rules for the scientific naming of:,animals,viruses,bacteria,plants,D
Biology,The Living World,Herbarium,Hard,80,A herbarium is:,a collection of live animals,a seed-only bank,"a store of dried, pressed and preserved plant specimens",a fossil museum,C
Biology,The Living World,Taxonomic Categories,Hard,80,The taxonomic category that includes a group of related families is the:,genus,species,kingdom,order,D
Biology,Biological Classification,Five Kingdoms,Easy,45,The five-kingdom system of classification was proposed by:,Carolus Linnaeus,R.H. Whittaker,Charles Darwin,Aristotle,B
Biology,Biological Classification,Monera,Easy,45,Bacteria are placed in the kingdom:,Monera,Protista,Fungi,Plantae,A
Biology,Biological Classification,Fungi,Easy,45,"With respect to nutrition, fungi are:",chemosynthetic only,photosynthetic only,heterotrophic,autotrophic,C
Biology,Biological Classification,Prokaryotes,Easy,45,Organisms that lack a true (membrane-bound) nucleus are called:,prokaryotes,eukaryotes,fungi,protists,A
Biology,Biological Classification,Protista,Medium,55,Single-celled eukaryotic organisms are placed in the kingdom:,Monera,Protista,Plantae,Animalia,B
Biology,Biological Classification,Fungal Cell Wall,Medium,55,The cell wall of fungi is mainly composed of:,chitin,peptidoglycan,cellulose,lignin,A
Biology,Biological Classification,Viruses,Medium,55,Viruses are best regarded as:,true prokaryotes,a type of fungus,non-cellular agents on the borderline of living and non-living,typical eukaryotes,C
Biology,Biological Classification,Bacterial Cell Wall,Medium,55,The cell wall of bacteria is made up of:,chitin,lignin,cellulose,peptidoglycan,D
Biology,Biological Classification,Nutrition,Hard,80,The mode of nutrition in which organisms obtain food from dead organic matter is called:,saprophytic,autotrophic,parasitic,holozoic,A
