subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Biology,Biotechnology - Principles and Processes,Definition,Easy,45,Biotechnology involves the use of living organisms to make products useful to:,humans,only plants,no one,only animals,A
Biology,Biotechnology - Principles and Processes,Restriction Enzymes,Easy,50,The enzymes that cut DNA at specific recognition sites are called:,amylase,DNA ligase,restriction enzymes,polymerase,C
Biology,Biotechnology - Principles and Processes,DNA Ligase,Easy,50,The enzyme used to join two DNA fragments together is:,a restriction enzyme,DNA ligase,amylase,lipase,B
Biology,Biotechnology - Principles and Processes,Vectors,Easy,50,The DNA molecule used to carry a foreign gene into a host cell is called a:,antibody,hormone,vector,enzyme,C
Biology,Biotechnology - Principles and Processes,PCR,Medium,55,The technique used to make many copies of a specific DNA segment is:,centrifugation,gel electrophoresis,PCR (polymerase chain reaction),chromatography,C
Biology,Biotechnology - Principles and Processes,Plasmid,Medium,55,A commonly used vector in recombinant DNA technology is the:,chloroplast,plasmid,ribosome,mitochondrion,B
Biology,Biotechnology - Principles and Processes,Gel Electrophoresis,Medium,55,DNA fragments of different sizes are separated by the technique of:,filtration,PCR,distillation,gel electrophoresis,D
Biology,Biotechnology - Principles and Processes,Host Organism,Medium,55,The organism most commonly used as a host in recombinant DNA technology is:,Escherichia coli,a housefly,Plasmodium,Hydra,A
Biology,Biotechnology - Principles and Processes,Genetic Engineering,Hard,80,Recombinant DNA technology is also known as:,tissue culture,hybridization,fermentation,genetic engineering,D
Biology,Biotechnology - Principles and Processes,Molecular Scissors,Hard,80,The molecular scissors used in genetic engineering are the:,helicase,DNA polymerase,DNA ligase,restriction endonucleases,D
Biology,Biotechnology - Principles and Processes,Taq Polymerase,Hard,80,The heat-stable enzyme used in the polymerase chain reaction (PCR) is:,a restriction enzyme,amylase,Taq polymerase,DNA ligase,C
Biology,Biotechnology - Principles and Processes,Transformation,Hard,80,The process of introducing recombinant DNA into a host cell is called:,translation,transformation,translocation,transcription,B
Biology,Biotechnology and its Applications,GM Crops,Easy,45,Crops whose genetic material has been altered using biotechnology are called:,organic crops,genetically modified (transgenic) crops,wild crops,hybrid crops,B
Biology,Biotechnology and its Applications,Insulin,Easy,50,Human insulin for the treatment of diabetes is now produced using:,extraction from plants,fermentation of sugar,distillation,recombinant DNA technology,D
Biology,Biotechnology and its Applications,Bt Cotton,Easy,50,Bt cotton is a genetically modified crop that is resistant to:,insect pests,salinity,drought,all viruses,A
Biology,Biotechnology and its Applications,Transgenic Crops,Easy,45,"Among the following, an example of a transgenic (GM) crop is:",wild rice,ordinary wheat,neem,Bt cotton,D
Biology,Biotechnology and its Applications,Gene Therapy,Medium,55,Gene therapy is a technique used to treat:,bone fractures,genetic disorders,burns,bacterial infections,B
Biology,Biotechnology and its Applications,Bt Toxin,Medium,55,The Bt toxin used in Bt cotton is obtained from the bacterium:,Rhizobium,Bacillus thuringiensis,Lactobacillus,Escherichia coli,B
Biology,Biotechnology and its Applications,Humulin,Medium,55,The genetically engineered human insulin is commercially known as:,penicillin,adrenaline,thyroxine,humulin,D
Biology,Biotechnology and its Applications,Molecular Diagnosis,Medium,55,Early and accurate molecular diagnosis of many diseases is made possible by:,a simple microscope,litmus paper,distillation,PCR,D
Biology,Biotechnology and its Applications,RNA Interference,Hard,80,RNA interference (RNAi) has been used in some GM crops to provide resistance against:,drought,nematodes,salinity,frost,B
Biology,Biotechnology and its Applications,Transgenic Animals,Hard,80,Transgenic animals are animals that have:,no DNA,a foreign gene introduced into them,only their natural genes,no genes at all,B
Biology,Biotechnology and its Applications,Biopiracy,Hard,80,The unauthorized use of biological resources and traditional knowledge of a country is called:,biopiracy,biofortification,biomagnification,bioremediation,A
Biology,Biotechnology and its Applications,ADA Deficiency,Hard,80,The first successful attempt at gene therapy was made to treat a deficiency of the enzyme:,pepsin,lipase,amylase,adenosine deaminase,D
Biology,Organisms and Populations,Ecology,Easy,45,The study of interactions between organisms and their environment is called:,ecology,genetics,anatomy,physiology,A
Biology,Organisms and Populations,Population,Easy,45,A group of individuals of the same species living together in a given area is a:,biome,population,community,ecosystem,B
Biology,Organisms and Populations,Community,Easy,45,The populations of all different species living together in an area form a:,population,individual,community,organ,C
Biology,Organisms and Populations,Habitat,Easy,45,The specific place where an organism lives is called its:,habitat,niche,population,biome,A
Biology,Organisms and Populations,Mutualism,Medium,55,The interaction in which both interacting species benefit is called:,parasitism,predation,mutualism,competition,C
Biology,Organisms and Populations,Parasitism,Medium,55,The relationship in which one organism benefits at the expense of another is:,commensalism,parasitism,mutualism,neutralism,B
Biology,Organisms and Populations,Logistic Growth,Medium,55,The S-shaped curve of population growth is known as:,zero growth,logistic growth,exponential growth,linear growth,B
Biology,Organisms and Populations,Commensalism,Medium,55,The interaction in which one species benefits while the other is neither harmed nor benefited is:,competition,parasitism,mutualism,commensalism,D
Biology,Organisms and Populations,Carrying Capacity,Hard,80,The maximum population size that a given environment can sustainably support is called the:,biotic potential,carrying capacity,population density,natality,B
Biology,Organisms and Populations,Exponential Growth,Hard,80,The J-shaped growth curve represents ____ growth.,declining,exponential,stable,logistic,B
Biology,Organisms and Populations,Population Density,Hard,80,The number of individuals of a population per unit area is called the population:,density,dispersion,mortality,natality,A
Biology,Organisms and Populations,Competition,Hard,80,The interaction in which two species struggle for the same limited resources is called:,competition,mutualism,predation,commensalism,A
Biology,Ecosystem,Producers,Easy,45,"Organisms that synthesize their own food, such as green plants, are called:",producers,decomposers,parasites,consumers,A
Biology,Ecosystem,Consumers,Easy,45,Organisms that obtain their food by feeding on other organisms are called:,producers,consumers,decomposers,autotrophs,B
Biology,Ecosystem,Decomposers,Easy,45,Organisms that break down dead organic matter are called:,carnivores,decomposers,producers,herbivores,B
Biology,Ecosystem,Energy Flow,Easy,45,The flow of energy through an ecosystem is:,bidirectional,cyclic,random,unidirectional,D
Biology,Ecosystem,Food Chain,Medium,55,The sequence of organisms through which energy and nutrients pass is called a:,habitat,niche,biome,food chain,D
Biology,Ecosystem,Trophic Levels,Medium,55,The first trophic level in any food chain is occupied by the:,carnivores,herbivores,decomposers,producers,D
Biology,Ecosystem,Energy Source,Medium,55,The ultimate source of energy for nearly all ecosystems is the:,wind,Sun,soil,water,B
Biology,Ecosystem,Primary Consumers,Medium,55,"Herbivores, which feed directly on plants, are also called:",producers,primary consumers,secondary consumers,decomposers,B
Biology,Ecosystem,Ten Percent Law,Hard,80,"According to the ten percent law, the amount of energy passed from one trophic level to the next is about:",10%,50%,100%,90%,A
Biology,Ecosystem,Ecological Pyramid,Hard,80,A graphical representation of the trophic levels of an ecosystem is called an:,biome,niche,ecological pyramid,food web,C
Biology,Ecosystem,Pyramid of Energy,Hard,80,"In an ecosystem, the pyramid of energy is always:",spherical,upright,inverted,flat,B
Biology,Ecosystem,Food Web,Hard,80,A network of many interconnected food chains in an ecosystem forms a:,pyramid,single food chain,food web,trophic level,C
Biology,Biodiversity and Conservation,Biodiversity,Easy,45,The total variety of living organisms present on Earth is called:,ecology,biodiversity,community,population,B
Biology,Biodiversity and Conservation,In-situ Conservation,Easy,50,The conservation of a species within its natural habitat is called:,captive breeding,in-situ conservation,none of these,ex-situ conservation,B
Biology,Biodiversity and Conservation,Ex-situ Conservation,Easy,50,"The conservation of a species outside its natural habitat, for example in a zoo, is called:",in-situ conservation,reforestation,ex-situ conservation,none of these,C
Biology,Biodiversity and Conservation,Endangered Species,Easy,45,A species that is at serious risk of becoming extinct is described as:,abundant,extinct,common,endangered,D
Biology,Biodiversity and Conservation,In-situ Conservation,Medium,55,National parks and wildlife sanctuaries are examples of ____ conservation.,none,in-situ,ex-situ,captive,B
Biology,Biodiversity and Conservation,IUCN Red List,Medium,55,The IUCN Red List provides information primarily about:,fossils,threatened and endangered species,soil types,weather patterns,B
Biology,Biodiversity and Conservation,Hotspots,Medium,55,Regions with very high species richness that are also under significant threat are called:,tundra,deserts,biodiversity hotspots,grasslands,C
Biology,Biodiversity and Conservation,Endemic Species,Medium,55,A species that is found in only one particular geographical region and nowhere else is said to be:,endemic,endangered,extinct,exotic,A
Biology,Biodiversity and Conservation,Ex-situ Conservation,Hard,80,Botanical gardens and zoological parks are examples of ____ conservation.,ex-situ,in-situ,natural,none,A
Biology,Biodiversity and Conservation,Extinction,Hard,80,"The present rapid, large-scale loss of species is often referred to as the:",first extinction,green revolution,sixth extinction,blue revolution,C
Biology,Biodiversity and Conservation,Causes of Loss,Hard,80,The single most important cause of the loss of biodiversity is:,habitat loss and fragmentation,volcanic ash,mild weather,sunlight,A
Biology,Biodiversity and Conservation,Extinct Species,Hard,80,A species that has completely disappeared from the face of the Earth is described as:,endangered,endemic,extinct,vulnerable,C
Biology,Environmental Issues,Pollution,Easy,45,The addition of harmful substances to the environment is called:,conservation,pollution,recycling,afforestation,B
Biology,Environmental Issues,Global Warming,Easy,45,The principal gas responsible for global warming is:,helium,nitrogen,oxygen,carbon dioxide,D
Biology,Environmental Issues,Ozone Depletion,Easy,50,The thinning of the ozone layer is caused mainly by:,oxygen,methane,chlorofluorocarbons (CFCs),carbon dioxide,C
Biology,Environmental Issues,Noise Pollution,Easy,45,Loud and unwanted sound that causes discomfort and harm is called:,air pollution,noise pollution,water pollution,soil pollution,B
Biology,Environmental Issues,Acid Rain,Medium,55,Acid rain is caused mainly by the atmospheric oxides of:,hydrogen,carbon only,sulphur and nitrogen,helium,C
Biology,Environmental Issues,Biomagnification,Medium,55,The progressive accumulation of non-biodegradable pollutants at successive trophic levels is called:,decomposition,bioremediation,biomagnification,eutrophication,C
Biology,Environmental Issues,Eutrophication,Medium,55,The excessive growth of algae in a water body caused by nutrient enrichment is called:,eutrophication,biomagnification,deforestation,desertification,A
Biology,Environmental Issues,Bioremediation,Medium,55,The use of microorganisms to clean up environmental pollutants is called:,biomagnification,biofortification,eutrophication,bioremediation,D
Biology,Environmental Issues,Greenhouse Gases,Hard,80,A greenhouse gas released in large amounts from paddy fields and cattle is:,oxygen,neon,methane,argon,C
