subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,Units and Measurements,SI Units,Easy,40,The SI unit of luminous intensity is the:,Candela,Watt,Lumen,Lux,A
Physics,Units and Measurements,Base Quantities,Easy,40,The number of base (fundamental) quantities in the SI system is:,6,7,5,9,B
Physics,Units and Measurements,Units,Easy,40,A light year is a unit of:,Speed,Time,Light intensity,Distance,D
Physics,Units and Measurements,Dimensions,Easy,45,The dimensional formula of force is:,MLT^-1,MLT,MLT^-2,ML^2T^-2,C
Physics,Units and Measurements,Dimensions,Medium,60,The dimensional formula of work (or energy) is:,MLT^-2,ML^2T^-1,ML^2T^-2,MLT^-1,C
Physics,Units and Measurements,Dimensionless Quantities,Medium,55,Which of the following physical quantities is dimensionless?,Pressure,Density,Force,Strain,D
Physics,Units and Measurements,Significant Figures,Medium,55,The number of significant figures in 0.00420 is:,5,2,3,6,C
Physics,Units and Measurements,Dimensions,Medium,55,The dimensional formula of pressure is:,ML^-2T^-2,ML^-1T^-2,ML^2T^-2,MLT^-2,B
Physics,Units and Measurements,Dimensional Analysis,Hard,90,"If force (F), velocity (V) and time (T) are taken as fundamental units, the dimensional formula of mass is:",F V T^-1,F V T,F^-1 V T,F V^-1 T,D
Physics,Units and Measurements,Dimensions,Hard,80,The dimensional formula of Planck's constant is:,ML^2T^-2,MLT^-1,ML^2T,ML^2T^-1,D
Physics,Units and Measurements,Error Analysis,Hard,90,"A quantity P = a^2 b^3 / (c sqrt(d)). If the percentage errors in a, b, c and d are 1%, 2%, 3% and 4% respectively, the maximum percentage error in P is:",11%,13%,7%,9%,B
Physics,Units and Measurements,Dimensions,Hard,85,The dimensional formula of the coefficient of viscosity is:,MLT^-2,ML^-1T^-1,MLT^-1,ML^-1T^-2,B
Physics,Motion in a Straight Line,Vectors and Scalars,Easy,40,Which of the following is a vector quantity?,Distance,Speed,Time,Displacement,D
Physics,Motion in a Straight Line,Graphs,Easy,45,The slope of a position-time graph gives the:,Acceleration,Velocity,Force,Displacement,B
Physics,Motion in a Straight Line,Units,Easy,40,The SI unit of acceleration is:,m/s,m,s,m/s^2,D
Physics,Motion in a Straight Line,Uniform Acceleration,Easy,45,"For a body starting from rest with uniform acceleration, the distance covered is proportional to:",sqrt(t),t^2,1/t,t,B
Physics,Motion in a Straight Line,Equations of Motion,Medium,55,A car starts from rest and accelerates at 2 m/s^2 for 5 s. Its final velocity is:,5 m/s,10 m/s,15 m/s,20 m/s,B
Physics,Motion in a Straight Line,Vertical Motion,Medium,60,A body is thrown vertically upward with 20 m/s. The time to reach maximum height is (g = 10 m/s^2):,2 s,4 s,20 s,1 s,A
Physics,Motion in a Straight Line,Graphs,Medium,55,The area under a velocity-time graph gives the:,Acceleration,Speed,Displacement,Jerk,C
Physics,Motion in a Straight Line,Retardation,Medium,60,A train moving at 72 km/h is brought to rest in 10 s. The retardation is:,7.2 m/s^2,10 m/s^2,20 m/s^2,2 m/s^2,D
