subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Chemistry,Redox Reactions,Oxidation,Easy,45,"Oxidation, in terms of electrons, is the:",gain of protons,loss of neutrons,gain of electrons,loss of electrons,D
Chemistry,Redox Reactions,Reduction,Easy,45,"Reduction, in terms of electrons, is the:",gain of neutrons,gain of electrons,loss of electrons,loss of protons,B
Chemistry,Redox Reactions,Oxidation Number,Easy,45,"In most of its compounds, the oxidation number of oxygen is:",+2,-1,0,-2,D
Chemistry,Redox Reactions,Oxidizing Agent,Easy,45,A substance that is itself reduced in a redox reaction is called the:,solvent,catalyst,reducing agent,oxidizing agent,D
Chemistry,Redox Reactions,Oxidation Number,Medium,55,"In most of its compounds, the oxidation number of hydrogen is:",0,-1,+1,+2,C
Chemistry,Redox Reactions,Redox,Medium,55,"In a redox reaction, the reducing agent:",gets reduced,gains electrons,gets oxidized,remains unchanged,C
Chemistry,Redox Reactions,Oxidation Number,Medium,55,The oxidation number of an element in its free (elemental) state is:,+1,+2,-1,0,D
Chemistry,Redox Reactions,Oxidation Number,Medium,55,The algebraic sum of the oxidation numbers of all atoms in a neutral molecule is:,+1,0,equal to the number of atoms,-1,B
Chemistry,Redox Reactions,Oxidation Number,Hard,85,The oxidation number of sulphur in sulphuric acid (H2SO4) is:,+6,+2,+4,-2,A
Chemistry,Redox Reactions,Oxidation Number,Hard,85,The oxidation number of manganese in potassium permanganate (KMnO4) is:,+7,+4,+2,+6,A
Chemistry,Redox Reactions,Redox,Hard,80,"In the reaction Zn + CuSO4 -> ZnSO4 + Cu, the species that is oxidized is:",Zn,Cu2+,Cu,SO4,A
Chemistry,Redox Reactions,Oxidation Number,Hard,85,The oxidation number of chromium in potassium dichromate (K2Cr2O7) is:,+2,+7,+6,+3,C
Chemistry,Hydrogen,Abundance,Easy,40,The most abundant element in the universe is:,helium,carbon,hydrogen,oxygen,C
Chemistry,Hydrogen,Isotopes,Easy,45,The isotope of hydrogen that contains one neutron is:,protium,helium,deuterium,tritium,C
Chemistry,Hydrogen,Properties,Easy,45,Hydrogen gas is:,a noble gas,chemically inert,non-flammable,highly combustible,D
Chemistry,Hydrogen,Water,Easy,45,Water is a compound of hydrogen and:,sulphur,oxygen,nitrogen,carbon,B
Chemistry,Hydrogen,Isotopes,Medium,55,The number of isotopes of hydrogen is:,2,3,1,4,B
Chemistry,Hydrogen,Hard Water,Medium,55,Hardness of water is mainly due to dissolved salts of:,lead,calcium and magnesium,sodium and potassium,iron and copper,B
Chemistry,Hydrogen,Periodic Position,Medium,55,"In the periodic table, hydrogen is usually placed in:",Group 2,Group 1,Group 17 only,Group 18,B
Chemistry,Hydrogen,Isotopes,Medium,55,The radioactive isotope of hydrogen is:,helium,tritium,protium,deuterium,B
Chemistry,Hydrogen,Heavy Water,Hard,80,The chemical formula of heavy water is:,T2O,D2O,H2O2,H2O,B
Chemistry,Hydrogen,Reactions,Hard,80,"When an active metal such as sodium reacts with water, the gas evolved is:",oxygen,nitrogen,hydrogen,chlorine,C
Chemistry,Hydrogen,Hard Water,Hard,80,Temporary hardness of water is caused by the presence of:,sulphates of calcium and magnesium,bicarbonates of calcium and magnesium,chlorides of calcium and magnesium,nitrates of sodium,B
Chemistry,Hydrogen,Hydrogen Peroxide,Hard,80,Hydrogen peroxide can act as:,neither,both an oxidizing and a reducing agent,only an oxidizing agent,only a reducing agent,B
Chemistry,The s-Block Elements,Alkali Metals,Easy,45,The elements of Group 1 are known as the:,halogens,alkali metals,noble gases,alkaline earth metals,B
Chemistry,The s-Block Elements,Alkaline Earth Metals,Easy,45,The elements of Group 2 are known as the:,alkali metals,halogens,alkaline earth metals,transition metals,C
Chemistry,The s-Block Elements,Sodium,Easy,45,The alkali metal present in common table salt is:,potassium,calcium,lithium,sodium,D
Chemistry,The s-Block Elements,Storage,Easy,45,Highly reactive alkali metals are commonly stored under:,water,alcohol,open air,kerosene,D
Chemistry,The s-Block Elements,Flame Test,Medium,55,The colour imparted to a flame by sodium compounds is:,brick red,golden yellow,lilac,apple green,B
Chemistry,The s-Block Elements,Valence Electrons,Medium,55,Alkali metals have ____ valence electron(s) in their outermost shell.,two,one,three,seven,B
Chemistry,The s-Block Elements,Calcium,Medium,55,The alkaline earth metal that is a major constituent of bones and teeth is:,calcium,magnesium,potassium,sodium,A
Chemistry,The s-Block Elements,Reactivity,Medium,55,Alkali metals are highly reactive mainly because they have:,completely filled shells,low ionization energies,no valence electrons,high ionization energies,B
Chemistry,The s-Block Elements,Flame Test,Hard,80,The colour imparted to a flame by potassium compounds is:,golden yellow,apple green,brick red,lilac (violet),D
Chemistry,The s-Block Elements,Reactivity Trend,Hard,80,"As one moves down Group 1, the reaction of the metals with water becomes:",less vigorous,more vigorous,impossible,unchanged,B
Chemistry,The s-Block Elements,Oxides,Hard,80,The general formula of the normal oxides of Group 1 metals is:,M2O,MO,MO2,M2O3,A
Chemistry,The s-Block Elements,Flame Test,Hard,80,The alkaline earth metal that imparts a brick-red colour to a flame is:,sodium,magnesium,barium,calcium,D
Chemistry,The p-Block Elements,Halogens,Easy,45,The elements of Group 17 are called the:,halogens,noble gases,chalcogens,alkali metals,A
Chemistry,The p-Block Elements,Atmosphere,Easy,45,The most abundant gas in the Earth's atmosphere is:,carbon dioxide,nitrogen,argon,oxygen,B
Chemistry,The p-Block Elements,Allotropes,Easy,45,Diamond and graphite are allotropic forms of:,carbon,phosphorus,sulphur,silicon,A
Chemistry,The p-Block Elements,Noble Gases,Easy,45,The noble gas that is lighter than air and used to fill balloons is:,argon,neon,krypton,helium,D
Chemistry,The p-Block Elements,Halogens,Medium,55,The halogen that exists as a liquid at room temperature is:,iodine,chlorine,bromine,fluorine,C
Chemistry,The p-Block Elements,Group 15,Medium,55,An element of Group 15 that is widely used in fertilizers is:,sodium,calcium,iron,nitrogen,D
Chemistry,The p-Block Elements,Noble Gases,Medium,55,Group 18 elements (noble gases) are generally:,strongly metallic,chemically inert,strongly acidic,highly reactive,B
Chemistry,The p-Block Elements,Oxoacids,Medium,55,The acid formed when sulphur trioxide (SO3) dissolves in water is:,sulphuric acid,nitric acid,carbonic acid,hydrochloric acid,A
Chemistry,The p-Block Elements,Hybridization,Hard,80,The hybridization of the boron atom in boron trifluoride (BF3) is:,sp,sp3,sp3d,sp2,D
Chemistry,The p-Block Elements,Electronegativity,Hard,80,The most electronegative halogen is:,chlorine,iodine,fluorine,bromine,C
Chemistry,The p-Block Elements,Molecular Shape,Hard,80,The shape of the ammonia (NH3) molecule is:,trigonal planar,linear,trigonal pyramidal,tetrahedral,C
Chemistry,The p-Block Elements,Oxidizing Power,Hard,80,"Down Group 17, the oxidizing power of the halogens:",increases,remains constant,decreases,becomes zero,C
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Definition,Easy,40,Organic chemistry is essentially the study of the compounds of:,carbon,silicon,oxygen,nitrogen,A
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Hydrocarbons,Easy,45,The simplest hydrocarbon is:,methane,benzene,ethene,ethane,A
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Functional Groups,Easy,45,The functional group -OH is characteristic of:,carboxylic acids,alcohols,aldehydes,ketones,B
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Isomerism,Easy,45,Compounds having the same molecular formula but different structures are called:,isotopes,allotropes,homologues,isomers,D
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Functional Groups,Medium,55,The functional group -COOH is present in:,alcohols,amines,carboxylic acids,ethers,C
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Homologous Series,Medium,55,Successive members of a homologous series differ by a unit of:,CH3,CO2,H2O,CH2,D
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,IUPAC Nomenclature,Medium,55,The IUPAC name of the compound CH3CH2OH is:,ethanal,propanol,methanol,ethanol,D
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Saturation,Medium,55,"In a saturated hydrocarbon, the carbon atoms are joined by:",single bonds,double bonds,triple bonds,ionic bonds,A
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Functional Groups,Hard,80,The functional group present in aldehydes is:,-COOH,-CO- (between carbons),-OH,-CHO,D
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Nomenclature,Hard,80,The number of carbon atoms in a molecule of butane is:,3,2,4,5,C
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Bond Fission,Hard,80,Homolytic fission of a covalent bond produces:,only cations,ions,free radicals,only anions,C
