subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Chemistry,The Solid State,Crystalline Solids,Easy,45,"Solids in which the constituent particles are arranged in a regular, repeating pattern are called:",amorphous solids,crystalline solids,gases,liquids,B
Chemistry,The Solid State,Amorphous Solids,Easy,45,Glass is an example of a(n):,ionic crystal,amorphous solid,crystalline solid,metallic crystal,B
Chemistry,The Solid State,Unit Cell,Easy,45,The smallest repeating unit of a crystal lattice is called the:,molecule,unit cell,ion,atom,B
Chemistry,The Solid State,Covalent Solids,Easy,45,Diamond is an example of a:,covalent (network) solid,ionic solid,molecular solid,metallic solid,A
Chemistry,The Solid State,Simple Cubic,Medium,55,The number of atoms per unit cell in a simple cubic lattice is:,8,4,2,1,D
Chemistry,The Solid State,BCC,Medium,55,The number of atoms per unit cell in a body-centred cubic (bcc) lattice is:,4,2,8,1,B
Chemistry,The Solid State,Ionic Solids,Medium,55,"In sodium chloride (NaCl), the constituent particles are held together by:",ionic bonds,metallic bonds,covalent bonds,hydrogen bonds,A
Chemistry,The Solid State,Coordination Number,Medium,55,The coordination number of an atom in a simple cubic structure is:,12,8,6,4,C
Chemistry,The Solid State,FCC,Hard,80,The number of atoms per unit cell in a face-centred cubic (fcc) lattice is:,8,2,4,1,C
Chemistry,The Solid State,Packing Efficiency,Hard,80,The packing efficiency of a face-centred cubic (fcc) structure is approximately:,74%,52%,100%,68%,A
Chemistry,The Solid State,Crystal Defects,Hard,85,A Schottky defect in an ionic crystal arises due to:,extra electrons only,no defect at all,interstitial ions only,missing cations and anions (vacancies),D
Chemistry,The Solid State,Coordination Number,Hard,80,The coordination number of an atom in a body-centred cubic (bcc) structure is:,12,4,8,6,C
Chemistry,Solutions,Definition,Easy,45,A solution is a ____ mixture of two or more substances.,heterogeneous,colloidal,suspended,homogeneous,D
Chemistry,Solutions,Solvent,Easy,45,"In a solution, the component present in the larger amount is usually called the:",precipitate,residue,solute,solvent,D
Chemistry,Solutions,Molarity,Easy,45,Molarity is defined as the number of moles of solute per litre of:,solution,gas,solvent,water,A
Chemistry,Solutions,Solute,Easy,45,"When salt is dissolved in water, the salt is the:",solvent,colloid,solution,solute,D
