subject,chapter,concept,difficulty,par_time_sec,par_seconds,question_text,option_a,option_b,option_c,option_d,correct_option,year,q_no,review_status,reason,kw_chapter
Physics,,,,90,,"The test is of 3 hours duration and the Test Booklet contains 180 multiple-choice questions (four options with a single correct answer) from Physics, Chemistry, and Biology (Botany and Zoology). All q",,,,,B,2025,1,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,"Each question carries 4 marks. For each correct response, the candidate will get 4 marks. For each incorrect response, 1 mark will be deducted from the total scores. The maximum mark is 720.",,,,,B,2025,2,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,Use a Blue/Black ballpoint Pen only for writing particulars on this page/marking responses on the Answer Sheet.,,,,,B,2025,3,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,Rough work is to be done in the space provided for this purpose in the Test Booklet only.,,,,,D,2025,4,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,"On completion of the test, the candidate must hand over the Answer Sheet (ORIGINAL and OFFICE Copy) to the Invigilator before leaving the room/hall. The candidates are allowed to take away this Test B",,,,,B,2025,5,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,The CODE for this Booklet is 00.,,,,,B,2025,6,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,The candidates should ensure that the Answer Sheet is not folded. Do not make any stray marks on the Answer Sheet. Do not write your Roll No. anywhere else except in the specified space in the Test Bo,,,,,D,2025,7,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,Each candidate must show on-demand his/her Admit Card to the Invigilator.,,,,,D,2025,8,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,"No candidate, without special permission of the Centre Superintendent or Invigilator, would leave his/her seat.",,,,,A,2025,9,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,Use of an Electronic/Manual Calculator is prohibited.,,,,,A,2025,10,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,The candidates are governed by all Rules and Regulations of the examination with regard to their conduct in the Examination Room/Hall. All cases of unfair means will be dealt with as per Rules and Reg,,,,,D,2025,11,unusable_parse_fail,could not split 4 options,
Physics,,,,90,,No part of the Test Booklet and Answer Sheet shall be detached under any circumstances.,,,,,A,2025,12,unusable_parse_fail,could not split 4 options,
